event_id,employee_id,event_type,event_date,details
EVT001491,EMP01142,Salary Increase,2023-06-03,+6.9%
EVT001492,EMP01142,Salary Increase,2024-09-14,+6.1%
EVT001493,EMP01142,Salary Increase,2024-11-26,+3.4%
EVT001494,EMP01142,Salary Increase,2024-07-21,+5.8%
EVT001495,EMP01142,Salary Increase,2024-11-04,+7.4%
EVT001496,EMP01142,Exit,2024-07-17,Voluntary - Personal Reasons
EVT001497,EMP01145,Promotion,2024-10-05,Level up: 1 grade
EVT001498,EMP01147,Salary Increase,2024-03-19,+4.7%
EVT001499,EMP01147,Exit,2024-11-24,Voluntary - Career Growth
EVT001500,EMP01155,Salary Increase,2023-10-03,+4.8%
EVT001501,EMP01156,Salary Increase,2024-10-13,+8.6%
EVT001502,EMP01157,Salary Increase,2023-03-12,+7.1%
EVT001503,EMP01157,Salary Increase,2025-04-23,+4.8%
EVT001504,EMP01159,Promotion,2023-11-09,Level up: 1 grade
EVT001505,EMP01159,Salary Increase,2023-05-23,+3.1%
EVT001506,EMP01159,Salary Increase,2024-01-30,+5.4%
EVT001507,EMP01160,Salary Increase,2023-05-17,+3.6%
EVT001508,EMP01161,Salary Increase,2023-08-29,+7.5%
EVT001509,EMP01161,Salary Increase,2023-04-16,+6.5%
EVT001510,EMP01162,Salary Increase,2023-01-02,+0.5%
EVT001511,EMP01162,Salary Increase,2023-11-25,+7.4%
EVT001512,EMP01163,Salary Increase,2023-03-23,+4.4%
EVT001513,EMP01163,Salary Increase,2025-05-05,+2.9%
EVT001514,EMP01164,Salary Increase,2024-06-11,+4.4%
EVT001515,EMP01164,Salary Increase,2025-03-23,+4.8%
EVT001516,EMP01165,Salary Increase,2023-06-03,+3.3%
EVT001517,EMP01165,Salary Increase,2024-06-29,+4.4%
EVT001518,EMP01166,Promotion,2023-12-05,Level up: 1 grade
EVT001519,EMP01166,Salary Increase,2023-10-12,+5.4%
EVT001520,EMP01167,Salary Increase,2024-01-24,+3.6%
EVT001521,EMP01168,Promotion,2024-12-28,Level up: 1 grade
EVT001522,EMP01168,Salary Increase,2025-01-30,+0.7%
EVT001523,EMP01169,Salary Increase,2024-05-04,+4.8%
EVT001524,EMP01170,Salary Increase,2024-04-02,+9.2%
EVT001525,EMP01174,Salary Increase,2023-07-11,+5.6%
EVT001526,EMP01174,Salary Increase,2024-02-25,+10.9%
EVT001527,EMP01176,Salary Increase,2023-06-24,+7.8%
EVT001528,EMP01177,Salary Increase,2023-09-09,+4.2%
EVT001529,EMP01180,Salary Increase,2024-11-27,+5.2%
EVT001530,EMP01180,Salary Increase,2023-04-26,+5.1%
EVT001531,EMP01180,Salary Increase,2025-01-17,+7.2%
EVT001532,EMP01182,Promotion,2024-06-28,Level up: 1 grade
EVT001533,EMP01183,Promotion,2023-12-04,Level up: 1 grade
EVT001534,EMP01183,Salary Increase,2024-10-15,+2.9%
EVT001535,EMP01185,Salary Increase,2023-03-19,+1.5%
EVT001536,EMP01186,Salary Increase,2024-07-01,+3.5%
EVT001537,EMP01187,Salary Increase,2024-02-06,+7.2%
EVT001538,EMP01188,Salary Increase,2023-03-03,+6.2%
EVT001539,EMP01189,Salary Increase,2024-06-09,+4.3%
EVT001540,EMP01189,Salary Increase,2024-09-04,+7.6%
EVT001541,EMP01191,Salary Increase,2025-03-02,+6.3%
EVT001542,EMP01192,Salary Increase,2025-04-13,+0.5%
EVT001543,EMP01193,Salary Increase,2024-08-24,+8.6%
EVT001544,EMP01193,Salary Increase,2025-03-25,+7.1%
EVT001545,EMP01194,Salary Increase,2024-11-12,+8.4%
EVT001546,EMP01195,Salary Increase,2024-05-06,+4.5%
EVT001547,EMP01195,Salary Increase,2024-09-14,+5.8%
EVT001548,EMP01196,Salary Increase,2025-04-10,+5.4%
EVT001549,EMP01196,Salary Increase,2024-06-01,+6.9%
EVT001550,EMP01198,Promotion,2024-07-04,Level up: 2 grades
EVT001551,EMP01198,Salary Increase,2023-08-01,+2.6%
EVT001552,EMP01199,Salary Increase,2023-10-18,+9.7%
EVT001553,EMP01199,Salary Increase,2024-10-07,+8.9%
EVT001554,EMP01199,Salary Increase,2023-05-11,+5.2%
EVT001555,EMP01201,Promotion,2024-12-16,Level up: 1 grade
EVT001556,EMP01201,Salary Increase,2024-01-23,+10.9%
EVT001557,EMP01202,Salary Increase,2023-08-04,+4.1%
EVT001558,EMP01202,Salary Increase,2024-09-10,+6.4%
EVT001559,EMP01202,Salary Increase,2025-03-20,+6.0%
EVT001560,EMP01204,Promotion,2024-11-27,Level up: 1 grade
EVT001561,EMP01204,Salary Increase,2023-10-31,+0.6%
EVT001562,EMP01205,Salary Increase,2023-03-11,+5.2%
EVT001563,EMP01206,Salary Increase,2024-03-29,+2.8%
EVT001564,EMP01206,Salary Increase,2025-03-27,+1.3%
EVT001565,EMP01206,Salary Increase,2024-07-31,+5.9%
EVT001566,EMP01207,Salary Increase,2024-12-11,+9.7%
EVT001567,EMP01207,Salary Increase,2024-07-15,+5.9%
EVT001568,EMP01207,Salary Increase,2024-08-11,+6.1%
EVT001569,EMP01208,Salary Increase,2023-02-16,+1.7%
EVT001570,EMP01209,Salary Increase,2024-03-04,+9.1%
EVT001571,EMP01209,Salary Increase,2023-04-04,+6.5%
EVT001572,EMP01210,Promotion,2024-02-14,Level up: 2 grades
EVT001573,EMP01212,Salary Increase,2023-10-11,+8.6%
EVT001574,EMP01213,Salary Increase,2024-05-26,+7.5%
EVT001575,EMP01213,Salary Increase,2024-02-16,+3.7%
EVT001576,EMP01213,Salary Increase,2023-02-03,+2.4%
EVT001577,EMP01214,Salary Increase,2025-05-01,+9.4%
EVT001578,EMP01214,Exit,2023-12-21,Involuntary - Performance
EVT001579,EMP01215,Promotion,2025-05-12,Level up: 1 grade
EVT001580,EMP01215,Salary Increase,2024-03-15,+3.3%
EVT001581,EMP01215,Salary Increase,2023-05-05,+7.1%
EVT001582,EMP01216,Salary Increase,2024-03-12,+7.9%
EVT001583,EMP01217,Salary Increase,2023-11-23,+5.0%
EVT001584,EMP01217,Salary Increase,2025-05-07,+4.5%
EVT001585,EMP01217,Salary Increase,2023-11-18,+4.5%
EVT001586,EMP01218,Salary Increase,2023-07-20,+3.9%
EVT001587,EMP01218,Salary Increase,2024-08-04,+5.8%
EVT001588,EMP01218,Salary Increase,2024-09-07,+4.9%
EVT001589,EMP01219,Promotion,2025-04-16,Level up: 1 grade
EVT001590,EMP01219,Salary Increase,2024-07-28,+7.2%
EVT001591,EMP01222,Salary Increase,2023-07-28,+4.8%
EVT001592,EMP01223,Salary Increase,2024-08-16,+5.8%
EVT001593,EMP01223,Salary Increase,2025-04-13,+9.5%
EVT001594,EMP01224,Salary Increase,2024-02-13,+7.5%
EVT001595,EMP01224,Salary Increase,2025-04-07,+11.2%
EVT001596,EMP01225,Salary Increase,2025-03-29,+1.5%
EVT001597,EMP01226,Salary Increase,2024-11-07,+6.1%
EVT001598,EMP01226,Salary Increase,2023-09-12,+0.5%
EVT001599,EMP01226,Salary Increase,2023-01-25,+8.7%
EVT001600,EMP01227,Salary Increase,2023-11-27,+2.9%
EVT001601,EMP01227,Salary Increase,2023-07-01,+4.5%
EVT001602,EMP01230,Salary Increase,2023-03-27,+4.9%
EVT001603,EMP01230,Salary Increase,2023-09-26,+4.6%
EVT001604,EMP01230,Salary Increase,2023-07-22,+7.9%
EVT001605,EMP01233,Salary Increase,2023-05-07,+4.0%
EVT001606,EMP01234,Salary Increase,2024-01-09,+4.6%
EVT001607,EMP01234,Exit,2023-11-10,Involuntary - Performance
EVT001608,EMP01236,Salary Increase,2024-03-26,+6.1%
EVT001609,EMP01237,Salary Increase,2024-10-05,+4.1%
EVT001610,EMP01238,Salary Increase,2024-07-30,+3.2%
EVT001611,EMP01239,Salary Increase,2023-12-30,+8.1%
EVT001612,EMP01239,Salary Increase,2023-08-07,+2.8%
EVT001613,EMP01239,Salary Increase,2023-06-14,+5.5%
EVT001614,EMP01240,Salary Increase,2024-09-14,+8.1%
EVT001615,EMP01241,Promotion,2025-02-08,Level up: 2 grades
EVT001616,EMP01244,Salary Increase,2023-12-17,+7.9%
EVT001617,EMP01244,Salary Increase,2025-06-16,+8.8%
EVT001618,EMP01244,Salary Increase,2024-11-06,+7.7%
EVT001619,EMP01244,Exit,2024-11-26,Voluntary - Better Opportunity
EVT001620,EMP01245,Salary Increase,2024-11-18,+4.6%
EVT001621,EMP01247,Salary Increase,2024-11-30,+3.1%
EVT001622,EMP01247,Salary Increase,2023-09-19,+3.2%
EVT001623,EMP01249,Promotion,2024-09-25,Level up: 1 grade
EVT001624,EMP01250,Salary Increase,2024-05-02,+8.4%
EVT001625,EMP01250,Salary Increase,2023-03-31,+6.9%
EVT001626,EMP01251,Promotion,2023-08-10,Level up: 2 grades
EVT001627,EMP01251,Salary Increase,2025-04-05,+7.1%
EVT001628,EMP01251,Salary Increase,2024-12-17,+4.9%
EVT001629,EMP01251,Salary Increase,2025-01-20,+6.2%
EVT001630,EMP01251,Salary Increase,2023-09-09,+5.2%
EVT001631,EMP01252,Salary Increase,2025-04-20,+9.2%
EVT001632,EMP01252,Salary Increase,2025-02-11,+5.3%
EVT001633,EMP01253,Promotion,2023-12-19,Level up: 1 grade
EVT001634,EMP01253,Salary Increase,2024-12-29,+1.5%
EVT001635,EMP01254,Salary Increase,2023-04-09,+0.5%
EVT001636,EMP01254,Salary Increase,2025-02-25,+8.4%
EVT001637,EMP01254,Salary Increase,2024-10-03,+4.9%
EVT001638,EMP01255,Salary Increase,2024-01-10,+3.9%
EVT001639,EMP01255,Salary Increase,2024-06-22,+5.9%
EVT001640,EMP01255,Salary Increase,2023-05-12,+4.4%
EVT001641,EMP01258,Salary Increase,2024-01-20,+4.6%
EVT001642,EMP01259,Salary Increase,2024-05-17,+8.0%
EVT001643,EMP01259,Salary Increase,2025-03-13,+7.1%
EVT001644,EMP01260,Salary Increase,2024-02-03,+5.4%
EVT001645,EMP01262,Salary Increase,2023-04-02,+9.1%
EVT001646,EMP01262,Salary Increase,2023-03-24,+11.6%
EVT001647,EMP01262,Salary Increase,2024-11-02,+3.5%
EVT001648,EMP01263,Salary Increase,2023-08-13,+13.3%
EVT001649,EMP01263,Salary Increase,2025-01-02,+3.7%
EVT001650,EMP01264,Salary Increase,2025-04-25,+3.2%
EVT001651,EMP01265,Salary Increase,2024-06-05,+3.1%
EVT001652,EMP01267,Salary Increase,2023-09-15,+0.5%
EVT001653,EMP01268,Salary Increase,2024-04-03,+5.0%
EVT001654,EMP01268,Salary Increase,2023-04-15,+8.2%
EVT001655,EMP01269,Salary Increase,2024-09-01,+7.3%
EVT001656,EMP01270,Promotion,2024-04-13,Level up: 1 grade
EVT001657,EMP01271,Promotion,2024-08-20,Level up: 1 grade
EVT001658,EMP01272,Salary Increase,2023-01-25,+4.2%
EVT001659,EMP01273,Promotion,2025-04-02,Level up: 2 grades
EVT001660,EMP01274,Salary Increase,2024-03-13,+7.9%
EVT001661,EMP01274,Salary Increase,2024-12-19,+4.7%
EVT001662,EMP01277,Salary Increase,2023-12-04,+5.3%
EVT001663,EMP01277,Salary Increase,2024-06-12,+7.9%
EVT001664,EMP01278,Salary Increase,2023-09-29,+6.3%
EVT001665,EMP01279,Salary Increase,2023-01-15,+6.7%
EVT001666,EMP01280,Salary Increase,2023-11-12,+5.4%
EVT001667,EMP01281,Salary Increase,2025-02-14,+2.3%
EVT001668,EMP01281,Salary Increase,2023-07-06,+4.5%
EVT001669,EMP01282,Salary Increase,2023-07-08,+6.1%
EVT001670,EMP01283,Promotion,2023-09-25,Level up: 1 grade
EVT001671,EMP01283,Salary Increase,2025-04-29,+8.3%
EVT001672,EMP01284,Salary Increase,2023-07-05,+6.9%
EVT001673,EMP01285,Promotion,2025-03-01,Level up: 1 grade
EVT001674,EMP01285,Salary Increase,2024-07-06,+6.1%
EVT001675,EMP01286,Salary Increase,2024-04-03,+6.5%
EVT001676,EMP01286,Salary Increase,2025-02-26,+7.0%
EVT001677,EMP01288,Salary Increase,2025-06-10,+8.8%
EVT001678,EMP01290,Salary Increase,2024-08-30,+4.3%
EVT001679,EMP01291,Salary Increase,2024-02-24,+6.1%
EVT001680,EMP01291,Salary Increase,2025-02-11,+6.2%
EVT001681,EMP01292,Exit,2024-11-17,Voluntary - Personal Reasons
EVT001682,EMP01293,Salary Increase,2023-06-25,+4.5%
EVT001683,EMP01294,Salary Increase,2025-02-22,+4.2%
EVT001684,EMP01295,Salary Increase,2023-10-28,+5.2%
EVT001685,EMP01296,Salary Increase,2024-11-12,+3.6%
EVT001686,EMP01296,Salary Increase,2024-07-24,+5.6%
EVT001687,EMP01296,Salary Increase,2025-05-31,+0.5%
EVT001688,EMP01296,Salary Increase,2024-07-06,+3.4%
EVT001689,EMP01297,Salary Increase,2023-03-16,+7.1%
EVT001690,EMP01297,Exit,2024-06-06,Voluntary - Better Opportunity
EVT001691,EMP01298,Salary Increase,2025-04-22,+6.0%
EVT001692,EMP01298,Salary Increase,2023-07-03,+4.0%
EVT001693,EMP01299,Salary Increase,2023-09-04,+5.6%
EVT001694,EMP01299,Salary Increase,2023-12-19,+5.8%
EVT001695,EMP01299,Salary Increase,2023-10-28,+5.1%
EVT001696,EMP01300,Salary Increase,2023-11-20,+3.8%
EVT001697,EMP01302,Salary Increase,2023-06-15,+5.5%
EVT001698,EMP01303,Salary Increase,2023-07-10,+5.3%
EVT001699,EMP01303,Salary Increase,2025-01-20,+7.5%
EVT001700,EMP01303,Salary Increase,2023-08-31,+6.0%
EVT001701,EMP01304,Salary Increase,2024-07-08,+4.4%
EVT001702,EMP01305,Salary Increase,2023-01-10,+6.7%
EVT001703,EMP01307,Promotion,2025-03-16,Level up: 1 grade
EVT001704,EMP01308,Salary Increase,2025-05-06,+6.2%
EVT001705,EMP01309,Salary Increase,2023-06-05,+0.7%
EVT001706,EMP01310,Salary Increase,2025-02-19,+2.2%
EVT001707,EMP01310,Salary Increase,2024-04-19,+8.2%
EVT001708,EMP01310,Salary Increase,2023-02-16,+4.0%
EVT001709,EMP01311,Salary Increase,2024-08-14,+5.1%
EVT001710,EMP01312,Salary Increase,2025-03-12,+7.8%
EVT001711,EMP01313,Salary Increase,2023-01-26,+9.1%
EVT001712,EMP01315,Promotion,2024-07-28,Level up: 1 grade
EVT001713,EMP01315,Salary Increase,2023-08-06,+6.6%
EVT001714,EMP01317,Salary Increase,2023-04-11,+6.4%
EVT001715,EMP01317,Salary Increase,2024-01-04,+6.9%
EVT001716,EMP01318,Promotion,2024-02-03,Level up: 2 grades
EVT001717,EMP01318,Salary Increase,2023-10-28,+3.7%
EVT001718,EMP01320,Salary Increase,2023-11-17,+5.2%
EVT001719,EMP01322,Salary Increase,2024-05-10,+4.7%
EVT001720,EMP01324,Salary Increase,2024-10-02,+3.0%
EVT001721,EMP01325,Salary Increase,2024-09-22,+7.4%
EVT001722,EMP01325,Salary Increase,2024-01-30,+8.6%
EVT001723,EMP01327,Promotion,2024-09-15,Level up: 2 grades
EVT001724,EMP01327,Salary Increase,2024-09-22,+2.9%
EVT001725,EMP01327,Salary Increase,2024-01-07,+6.9%
EVT001726,EMP01327,Salary Increase,2023-11-16,+7.9%
EVT001727,EMP01327,Salary Increase,2024-04-24,+7.1%
EVT001728,EMP01328,Salary Increase,2024-08-22,+8.5%
EVT001729,EMP01328,Salary Increase,2024-02-15,+8.8%
EVT001730,EMP01328,Salary Increase,2023-11-03,+6.7%
EVT001731,EMP01329,Salary Increase,2023-08-02,+5.6%
EVT001732,EMP01331,Salary Increase,2025-03-05,+10.0%
EVT001733,EMP01333,Promotion,2025-03-16,Level up: 1 grade
EVT001734,EMP01333,Salary Increase,2024-11-20,+3.8%
EVT001735,EMP01334,Promotion,2025-03-04,Level up: 2 grades
EVT001736,EMP01337,Salary Increase,2023-05-01,+3.2%
EVT001737,EMP01337,Salary Increase,2025-02-08,+8.7%
EVT001738,EMP01338,Salary Increase,2023-02-11,+10.8%
EVT001739,EMP01338,Salary Increase,2024-02-04,+15.0%
EVT001740,EMP01339,Salary Increase,2023-02-25,+9.3%
EVT001741,EMP01339,Salary Increase,2023-04-11,+5.3%
EVT001742,EMP01341,Promotion,2024-04-03,Level up: 1 grade
EVT001743,EMP01342,Salary Increase,2025-06-06,+4.9%
EVT001744,EMP01343,Salary Increase,2024-09-15,+3.3%
EVT001745,EMP01344,Salary Increase,2023-01-17,+5.9%
EVT001746,EMP01345,Salary Increase,2023-04-08,+7.9%
EVT001747,EMP01346,Salary Increase,2024-06-07,+9.7%
EVT001748,EMP01347,Salary Increase,2024-12-14,+8.5%
EVT001749,EMP01347,Salary Increase,2024-11-14,+7.6%
EVT001750,EMP01348,Salary Increase,2025-03-26,+4.2%
EVT001751,EMP01349,Salary Increase,2025-04-25,+3.0%
EVT001752,EMP01349,Salary Increase,2025-06-03,+2.5%
EVT001753,EMP01349,Salary Increase,2023-07-01,+5.6%
EVT001754,EMP01350,Salary Increase,2024-08-27,+3.1%
EVT001755,EMP01351,Salary Increase,2023-03-29,+5.1%
EVT001756,EMP01352,Salary Increase,2025-04-11,+3.3%
EVT001757,EMP01353,Salary Increase,2025-02-21,+1.1%
EVT001758,EMP01353,Salary Increase,2025-01-25,+4.7%
EVT001759,EMP01353,Salary Increase,2024-12-26,+8.5%
EVT001760,EMP01355,Promotion,2025-05-03,Level up: 1 grade
EVT001761,EMP01356,Salary Increase,2023-01-04,+7.2%
EVT001762,EMP01356,Salary Increase,2023-10-09,+8.2%
EVT001763,EMP01356,Salary Increase,2024-11-10,+4.8%
EVT001764,EMP01363,Salary Increase,2024-08-23,+6.0%
EVT001765,EMP01364,Salary Increase,2025-04-16,+4.4%
EVT001766,EMP01365,Promotion,2024-10-08,Level up: 1 grade
EVT001767,EMP01367,Promotion,2025-05-10,Level up: 1 grade
EVT001768,EMP01367,Salary Increase,2023-09-28,+7.0%
EVT001769,EMP01367,Salary Increase,2025-01-25,+10.3%
EVT001770,EMP01368,Salary Increase,2023-07-29,+9.1%
EVT001771,EMP01369,Salary Increase,2023-10-10,+5.4%
EVT001772,EMP01372,Salary Increase,2024-02-21,+8.8%
EVT001773,EMP01373,Salary Increase,2023-04-10,+6.8%
EVT001774,EMP01373,Salary Increase,2025-03-28,+6.2%
EVT001775,EMP01375,Salary Increase,2025-04-26,+10.5%
EVT001776,EMP01376,Promotion,2024-03-06,Level up: 2 grades
EVT001777,EMP01377,Promotion,2024-06-03,Level up: 1 grade
EVT001778,EMP01377,Salary Increase,2025-05-29,+4.4%
EVT001779,EMP01377,Salary Increase,2025-02-19,+5.3%
EVT001780,EMP01378,Salary Increase,2023-02-23,+5.9%
EVT001781,EMP01380,Salary Increase,2024-06-09,+4.9%
EVT001782,EMP01381,Salary Increase,2025-02-28,+5.6%
EVT001783,EMP01381,Salary Increase,2024-02-10,+3.3%
EVT001784,EMP01383,Salary Increase,2024-04-17,+4.6%
EVT001785,EMP01385,Exit,2023-06-05,Voluntary - Better Opportunity
EVT001786,EMP01386,Salary Increase,2023-07-07,+6.0%
EVT001787,EMP01386,Salary Increase,2025-02-25,+6.2%
EVT001788,EMP01387,Salary Increase,2024-12-12,+8.6%
EVT001789,EMP01387,Salary Increase,2025-05-03,+5.3%
EVT001790,EMP01389,Salary Increase,2023-11-05,+0.5%
EVT001791,EMP01389,Salary Increase,2024-08-19,+3.7%
EVT001792,EMP01389,Salary Increase,2023-06-13,+5.9%
EVT001793,EMP01390,Salary Increase,2023-07-02,+4.4%
EVT001794,EMP01390,Salary Increase,2025-03-06,+5.3%
EVT001795,EMP01390,Salary Increase,2024-07-02,+6.9%
EVT001796,EMP01390,Salary Increase,2025-01-20,+8.8%
EVT001797,EMP01390,Salary Increase,2024-11-05,+9.3%
EVT001798,EMP01391,Salary Increase,2024-12-11,+4.6%
EVT001799,EMP01392,Salary Increase,2024-04-13,+7.5%
EVT001800,EMP01392,Salary Increase,2025-01-10,+3.3%
EVT001801,EMP01392,Salary Increase,2025-03-11,+10.0%
EVT001802,EMP01394,Salary Increase,2024-06-30,+4.3%
EVT001803,EMP01394,Salary Increase,2023-09-28,+3.7%
EVT001804,EMP01396,Salary Increase,2024-12-03,+5.1%
EVT001805,EMP01397,Salary Increase,2024-04-15,+4.0%
EVT001806,EMP01398,Promotion,2024-12-29,Level up: 1 grade
EVT001807,EMP01400,Promotion,2025-02-24,Level up: 2 grades
EVT001808,EMP01400,Salary Increase,2024-12-22,+4.9%
EVT001809,EMP01400,Salary Increase,2025-04-28,+4.4%
EVT001810,EMP01401,Salary Increase,2023-05-22,+2.3%
EVT001811,EMP01402,Promotion,2023-10-30,Level up: 1 grade
EVT001812,EMP01403,Salary Increase,2023-11-25,+8.9%
EVT001813,EMP01403,Salary Increase,2023-03-28,+5.2%
EVT001814,EMP01404,Promotion,2023-09-10,Level up: 1 grade
EVT001815,EMP01404,Salary Increase,2023-02-16,+0.5%
EVT001816,EMP01404,Salary Increase,2025-03-24,+5.4%
EVT001817,EMP01404,Salary Increase,2025-04-13,+5.8%
EVT001818,EMP01405,Salary Increase,2023-08-21,+10.6%
EVT001819,EMP01406,Salary Increase,2025-03-18,+6.8%
EVT001820,EMP01407,Salary Increase,2023-07-28,+9.2%
EVT001821,EMP01408,Salary Increase,2023-01-29,+9.2%
EVT001822,EMP01409,Exit,2024-11-07,Voluntary - Personal Reasons
EVT001823,EMP01411,Salary Increase,2024-01-06,+4.1%
EVT001824,EMP01413,Salary Increase,2025-01-31,+8.3%
EVT001825,EMP01415,Salary Increase,2023-01-16,+5.9%
EVT001826,EMP01415,Salary Increase,2024-02-29,+8.0%
EVT001827,EMP01418,Salary Increase,2023-02-25,+4.8%
EVT001828,EMP01418,Salary Increase,2023-10-19,+3.4%
EVT001829,EMP01420,Salary Increase,2023-05-10,+5.5%
EVT001830,EMP01423,Promotion,2023-09-29,Level up: 1 grade
EVT001831,EMP01423,Salary Increase,2024-07-10,+2.9%
EVT001832,EMP01423,Salary Increase,2023-10-18,+5.5%
EVT001833,EMP01423,Salary Increase,2023-10-18,+8.7%
EVT001834,EMP01424,Salary Increase,2025-02-20,+9.7%
EVT001835,EMP01424,Salary Increase,2024-03-01,+3.3%
EVT001836,EMP01426,Salary Increase,2023-03-05,+6.6%
EVT001837,EMP01427,Salary Increase,2023-07-06,+7.3%
EVT001838,EMP01427,Salary Increase,2025-02-23,+4.0%
EVT001839,EMP01428,Salary Increase,2025-02-28,+7.9%
EVT001840,EMP01429,Salary Increase,2023-10-09,+6.4%
EVT001841,EMP01429,Salary Increase,2025-03-30,+4.9%
EVT001842,EMP01429,Salary Increase,2023-06-03,+8.5%
EVT001843,EMP01431,Salary Increase,2023-03-02,+5.0%
EVT001844,EMP01431,Salary Increase,2023-12-15,+7.6%
EVT001845,EMP01431,Salary Increase,2025-03-01,+5.4%
EVT001846,EMP01433,Salary Increase,2023-09-25,+6.5%
EVT001847,EMP01433,Salary Increase,2024-03-02,+2.7%
EVT001848,EMP01435,Salary Increase,2025-06-20,+0.9%
EVT001849,EMP01436,Promotion,2024-10-09,Level up: 2 grades
EVT001850,EMP01437,Salary Increase,2025-01-10,+0.9%
EVT001851,EMP01437,Exit,2023-06-22,Voluntary - Better Opportunity
EVT001852,EMP01439,Salary Increase,2024-07-30,+9.4%
EVT001853,EMP01440,Salary Increase,2024-09-24,+7.3%
EVT001854,EMP01441,Promotion,2023-08-29,Level up: 1 grade
EVT001855,EMP01441,Salary Increase,2024-05-08,+5.7%
EVT001856,EMP01441,Salary Increase,2024-03-19,+7.7%
EVT001857,EMP01441,Salary Increase,2024-07-10,+7.3%
EVT001858,EMP01441,Salary Increase,2024-07-28,+8.7%
EVT001859,EMP01442,Salary Increase,2024-08-21,+4.5%
EVT001860,EMP01442,Salary Increase,2024-11-02,+4.8%
EVT001861,EMP01443,Salary Increase,2024-09-26,+7.8%
EVT001862,EMP01444,Salary Increase,2023-11-08,+1.7%
EVT001863,EMP01444,Salary Increase,2024-06-23,+2.7%
EVT001864,EMP01444,Salary Increase,2024-10-19,+4.2%
EVT001865,EMP01445,Salary Increase,2023-08-30,+8.7%
EVT001866,EMP01445,Salary Increase,2024-08-06,+8.2%
EVT001867,EMP01447,Salary Increase,2024-05-19,+8.1%
EVT001868,EMP01448,Salary Increase,2024-10-10,+10.6%
EVT001869,EMP01448,Salary Increase,2025-06-18,+6.1%
EVT001870,EMP01448,Exit,2025-06-08,Involuntary - Restructuring
EVT001871,EMP01449,Salary Increase,2025-04-02,+8.3%
EVT001872,EMP01450,Salary Increase,2025-05-13,+4.1%
EVT001873,EMP01451,Promotion,2024-02-07,Level up: 1 grade
EVT001874,EMP01451,Salary Increase,2023-08-11,+2.9%
EVT001875,EMP01451,Salary Increase,2024-09-05,+3.8%
EVT001876,EMP01452,Promotion,2024-02-29,Level up: 1 grade
EVT001877,EMP01452,Salary Increase,2023-07-15,+5.0%
EVT001878,EMP01455,Salary Increase,2025-02-11,+7.7%
EVT001879,EMP01457,Salary Increase,2024-08-25,+5.6%
EVT001880,EMP01458,Salary Increase,2023-06-15,+4.0%
EVT001881,EMP01458,Salary Increase,2023-03-10,+5.2%
EVT001882,EMP01458,Exit,2024-01-31,Voluntary - Better Opportunity
EVT001883,EMP01460,Salary Increase,2024-12-21,+10.8%
EVT001884,EMP01462,Salary Increase,2024-01-16,+0.8%
EVT001885,EMP01462,Salary Increase,2023-04-24,+5.0%
EVT001886,EMP01462,Salary Increase,2024-07-27,+6.5%
EVT001887,EMP01463,Salary Increase,2024-01-16,+9.9%
EVT001888,EMP01463,Salary Increase,2023-04-12,+4.3%
EVT001889,EMP01464,Salary Increase,2023-01-02,+0.6%
EVT001890,EMP01464,Exit,2023-06-01,Voluntary - Personal Reasons
EVT001891,EMP01465,Salary Increase,2025-06-05,+3.3%
EVT001892,EMP01465,Salary Increase,2024-08-25,+5.1%
EVT001893,EMP01465,Salary Increase,2023-05-20,+3.3%
EVT001894,EMP01466,Salary Increase,2025-03-27,+3.3%
EVT001895,EMP01467,Salary Increase,2023-12-18,+7.3%
EVT001896,EMP01469,Salary Increase,2025-01-19,+3.6%
EVT001897,EMP01470,Salary Increase,2025-02-16,+5.2%
EVT001898,EMP01473,Salary Increase,2024-05-14,+3.5%
EVT001899,EMP01474,Salary Increase,2023-06-18,+7.9%
EVT001900,EMP01474,Salary Increase,2023-01-09,+7.5%
EVT001901,EMP01476,Promotion,2024-10-17,Level up: 1 grade
EVT001902,EMP01476,Salary Increase,2023-05-19,+8.0%
EVT001903,EMP01476,Salary Increase,2023-12-18,+10.9%
EVT001904,EMP01476,Exit,2025-01-23,Involuntary - Restructuring
EVT001905,EMP01477,Exit,2024-11-25,Involuntary - Performance
EVT001906,EMP01478,Salary Increase,2023-05-15,+3.9%
